id,networkLatitude,networkLongitude,latitude,longitude,market,bassin,x,y,label,weightedDegree,size,community
Abbeville,50.095652652194104,0.27514923370268063,50.105564,1.833043,Abbeville,Artois-Picardie,-106.38131713867188,468.1654357910156,,102.91748253988942,102.91748253988942,Rouen
Arras,46.57474321681607,1.3770007767982548,50.291,2.777535,Arras,Artois-Picardie,-24.4355411529541,19.372037887573242,,175.58310157439365,175.58310157439365,
Auzerre,48.34971774155736,3.2574681703783197,47.798203,3.573781,Auzerre,Seine-Normandie,115.41665649414062,245.6195068359375,,85.69681100012478,85.69681100012478,Orléans
BarleDuc,48.098537970016984,2.0737414866589625,48.773605,5.1582379,BarleDuc,Seine-Normandie,27.381746292114258,213.6028289794922,,112.0035253405401,112.0035253405401,Orléans
Bayeux,49.074505597702846,-2.0688596724741526,49.276436,-0.70314002,Bayeux,Seine-Normandie,-280.7075500488281,338.0047302246094,,39.780944492821604,39.780944492821604,Rouen
Beaumont,50.292308955481424,-1.482213618433211,49.141552,2.284601,Beaumont,Seine-Normandie,-237.07810974121094,493.2322692871094,,53.05396261633482,53.05396261633482,Rouen
Bernay,48.93303439684253,2.2601977407694136,49.089329,0.59781098,Bernay,Seine-Normandie,41.248680114746094,319.9720764160156,,79.3337177097927,79.3337177097927,Orléans
Blois,47.829438410882226,2.7686129065756613,47.587952,1.336272,Blois,Loire-Bretagne,79.06001281738281,179.302001953125,,115.40364012640693,115.40364012640693,Orléans
Cany,51.089446813806624,-0.744089808812189,49.787434,0.638336,Cany,Seine-Normandie,-182.18312072753906,594.839599609375,,28.93983851947354,28.93983851947354,Rouen
ChalonssurMarne,48.62953620526404,2.65680348043696,48.95668,4.3630729,ChalonssurMarne,Seine-Normandie,70.74463653564453,281.28662109375,,75.24743924010939,75.24743924010939,Orléans
Charleville,48.69342945249822,1.6982256753937404,49.7719,4.7161002,Charleville,Rhin-Meuse,-0.5457315444946289,289.4307861328125,,71.55165453097847,71.55165453097847,Orléans
Chateaudun,49.03690964534744,3.2969160432724607,48.07037,1.327696,Chateaudun,Loire-Bretagne,118.35043334960938,333.2125549316406,,51.14140319893775,51.14140319893775,Orléans
Chateauroux,47.883855457427195,1.3317638934726088,46.811436,1.686779,Chateauroux,Loire-Bretagne,-27.79985237121582,186.23828125,,103.36544077219871,103.36544077219871,Orléans
ChaumontenCaux,49.41619876776419,-2.256590578847793,49.652905,0.39174199,ChaumontenCaux,Seine-Normandie,-294.6692810058594,381.5587158203125,,64.54590569989935,64.54590569989935,Rouen
ChaumontenVexin,49.53894118451349,-0.026408855825792,49.262161,1.882324,ChaumontenVexin,Seine-Normandie,-128.80848693847656,397.2041015625,,119.79051133217938,119.79051133217938,Rouen
Eu,50.230439516342905,-1.917877405550734,50.04887,1.419597,Eu,Seine-Normandie,-269.4788513183594,485.3460693359375,,47.920713271724296,47.920713271724296,Rouen
Gonesse,49.20087473218939,-1.3230913858930382,48.984333,2.4605889,Gonesse,Seine-Normandie,-225.24403381347656,354.1123962402344,,52.66476160216282,52.66476160216282,Rouen
LeHavre,50.37035449425022,-2.382974860244351,49.490002,0.1,LeHavre,Seine-Normandie,-304.068603515625,503.18035888671875,,32.634580387579724,32.634580387579724,Rouen
Lille,50.63900693855963,-2.738087784806178,50.62925,3.057256,Lille,Artois-Picardie,-330.47869873046875,537.4241943359375,,39.45224868536596,39.45224868536596,Rouen
MagnyenVexin,50.827799766974884,-1.607604870803578,49.151726,1.787148,MagnyenVexin,Seine-Normandie,-246.40357971191406,561.4887084960938,,63.7902542424785,63.7902542424785,Rouen
Melun,49.78239215432197,-1.6160772139043056,48.542107,2.6554,Melun,Seine-Normandie,-247.03367614746094,428.2356262207031,,62.6923577735058,62.6923577735058,Rouen
Meulan,50.62051134847265,-2.052585486036663,49.008106,1.916319,Meulan,Seine-Normandie,-279.4972229003906,535.066650390625,,67.73644133437384,67.73644133437384,Rouen
Orléans,47.437876315710795,1.595890995145104,47.9025,1.909,Orléans,Loire-Bretagne,-8.156461715698242,129.39146423339844,Orléans,153.4733397872273,153.4733397872273,Orléans
Paris,49.66053295395323,1.1631431792891749,48.853352,2.348285,Paris,Seine-Normandie,-40.34033966064453,412.70281982421875,,97.09756857767239,97.09756857767239,Rouen
Pontoise,50.68748064993762,-1.1312359211488365,49.050964,2.1006451,Pontoise,Seine-Normandie,-210.97555541992188,543.6029052734375,,67.5475912665168,67.5475912665168,Rouen
Reims,50.45238420319761,-0.738061876417667,49.262798,4.0346999,Reims,Seine-Normandie,-181.7348175048828,513.6362915039062,,52.540468116156454,52.540468116156454,Rouen
Rouen,49.310783816211476,0.7676529559058003,49.443233,1.0999711,Rouen,Seine-Normandie,-69.75333404541016,368.1219787597656,Rouen,91.59523851237907,91.59523851237907,Rouen
RozayenBrie,48.89149880622686,-0.07598336790292759,48.68383,2.9590449,RozayenBrie,Seine-Normandie,-132.49539184570312,314.677734375,,105.13508301872213,105.13508301872213,Rouen
Soissons,49.204010641149154,2.638028256018218,49.376637,3.32342,Soissons,Seine-Normandie,69.34830474853516,354.5121154785156,,67.8588912715156,67.8588912715156,Orléans
Aigueperse,44.84248644351479,8.233068830087115,46.277538,4.434329,Aigueperse,Loire-Bretagne,485.4569396972656,-201.43040466308594,,22.757149558185876,22.757149558185876,Issoire
Billom,45.32216056548124,6.057549456702472,45.723927,3.338973,Billom,Loire-Bretagne,323.66143798828125,-140.2886505126953,,22.640776073160662,22.640776073160662,Issoire
Brioude,44.2838815313382,7.38212297144335,45.294559,3.384562,Brioude,Loire-Bretagne,422.1712646484375,-272.6330871582031,,33.07078885181534,33.07078885181534,Issoire
Issoire,44.62611076035213,5.933129074859364,45.541512,3.2481279,Issoire,Loire-Bretagne,314.4081726074219,-229.01077270507812,Issoire,96.94687717551241,96.94687717551241,Issoire
Maringues,45.587599888230535,6.197194779024404,45.921307,3.3282809,Maringues,Loire-Bretagne,334.0469970703125,-106.45437622070312,,41.02586930203971,41.02586930203971,Issoire
Riom,44.821185941119204,7.440770362976513,45.893993,3.1149321,Riom,Loire-Bretagne,426.5329284667969,-204.14547729492188,,37.34870780966867,37.34870780966867,Issoire
VicleComte,44.49428467022615,8.10460985664245,45.643475,3.243412,VicleComte,Loire-Bretagne,475.9033203125,-245.8140106201172,,22.302557934051094,22.302557934051094,Issoire
AixenProvence,42.502502326142775,3.3611757927595374,43.529743,5.4474268,AixenProvence,Rhône-Méditerranée,123.1294937133789,-499.6969299316406,,36.27412818534571,36.27412818534571,Marseille
Arles,42.33292310514313,3.895369089332037,43.676674,4.627502,Arles,Rhône-Méditerranée,162.85797119140625,-521.3123779296875,,25.01004618081945,25.01004618081945,Marseille
Aubenas,45.20317618774453,1.882953464001889,44.620602,4.3910999,Aubenas,Rhône-Méditerranée,13.192654609680176,-155.45501708984375,,122.17958412586466,122.17958412586466,Marseille
Avignon,43.36459381808042,4.538702123264562,43.949318,4.8055282,Avignon,Rhône-Méditerranée,210.70327758789062,-389.8102722167969,,84.5459780684453,84.5459780684453,Marseille
BuislesBaronnies,43.66148500525721,3.58196687178209,44.276188,5.2741299,BuislesBaronnies,Rhône-Méditerranée,139.54994201660156,-351.96697998046875,,92.04160040827652,92.04160040827652,Marseille
Carcassonne,42.84957978820259,1.0242823806736263,43.212162,2.353663,Carcassonne,Rhône-Méditerranée,-50.66755294799805,-455.4566345214844,,42.70846882630034,42.70846882630034,Bordeaux
Draguignan,42.87062830218926,3.987191857191429,43.537727,6.464993,Draguignan,Rhône-Méditerranée,169.68692016601562,-452.773681640625,,73.90321457177984,73.90321457177984,Marseille
Montpellier,45.10508051186817,4.019228943220692,43.610767,3.8767159,Montpellier,Rhône-Méditerranée,172.06954956054688,-167.95880126953125,,102.67455127896689,102.67455127896689,Marseille
PontSaintEsprit,43.27803310615063,3.8486602046120924,44.261032,4.6480789,PontSaintEsprit,Rhône-Méditerranée,159.38418579101562,-400.84375,,100.23231229928808,100.23231229928808,Marseille
Toulouse,44.0020184300902,2.31741831988411,43.604652,1.444209,Toulouse,Adour-Garonne,45.50423049926758,-308.5608215332031,,124.96078685707053,124.96078685707053,Bordeaux
VilleneuvedeBerg,42.848054210870814,2.897441188335853,44.55674,4.5009899,VilleneuvedeBerg,Rhône-Méditerranée,88.64109802246094,-455.6510925292969,,61.50819249408701,61.50819249408701,Marseille
Albi,46.39001279993293,-1.278745253707311,43.926895,2.146343,Albi,Adour-Garonne,-221.9459686279297,-4.1746602058410645,,46.496524362592545,46.496524362592545,Bordeaux
Bordeaux,44.19564680234881,-0.41908782224287133,44.837788,-0.57918,Bordeaux,Adour-Garonne,-158.0124053955078,-283.87994384765625,Bordeaux,68.44738122478427,68.44738122478427,Bordeaux
Castelnaudary,44.310628215522016,1.7874150441457375,43.31712,1.95333,Castelnaudary,Rhône-Méditerranée,6.087368965148926,-269.22381591796875,,110.21020041124791,110.21020041124791,Bordeaux
Castres,44.797812549750205,-1.6728692414945274,43.606213,2.2412951,Castres,Adour-Garonne,-251.25735473632812,-207.12477111816406,,58.299328135115125,58.299328135115125,Bordeaux
Grenade,43.51004320364646,0.16395132058310358,43.769894,1.2954119,Grenade,Adour-Garonne,-114.65121459960938,-371.2705383300781,,55.493957528808174,55.493957528808174,Bordeaux
Luneville,46.92364763973167,2.2950208476967435,48.592236,6.4923391,Luneville,Rhin-Meuse,43.83850860595703,63.84520721435547,,132.3286178058555,132.3286178058555,Orléans
Marmande,44.49624694766043,-0.539423448944981,44.500484,0.159869,Marmande,Adour-Garonne,-166.96188354492188,-245.5638885498047,,22.04437124085507,22.04437124085507,Bordeaux
Montauban,45.117301530718095,0.22064507112713905,44.016079,1.35295,Montauban,Adour-Garonne,-110.43484497070312,-166.4010467529297,,144.32848699661628,144.32848699661628,Bordeaux
Angers,47.39443710529524,-0.19811588473135444,47.47842,-0.56316602,Angers,Loire-Bretagne,-141.57850646972656,123.85447692871094,,47.92586000232171,47.92586000232171,Orléans
Bourges,47.40954000963522,3.627407387609491,47.081013,2.398782,Bourges,Loire-Bretagne,142.9293975830078,125.77957153320312,,110.56091008003553,110.56091008003553,Orléans
ChateauGontier,46.982582401509205,-0.33871238113705093,47.826767,-0.7069,ChateauGontier,Loire-Bretagne,-152.03480529785156,71.35733795166016,,54.6980679936519,54.6980679936519,Orléans
Fontenay,45.6476784140238,0.33760183449911985,46.465973,-0.80650002,Fontenay,Loire-Bretagne,-101.73665618896484,-98.79645538330078,,57.384761765242956,57.384761765242956,Bordeaux
LeMans,47.36373713597297,0.8367531063816975,48.006111,0.19955599,LeMans,Loire-Bretagne,-64.61428833007812,119.94129943847656,,114.29192424091674,114.29192424091674,Orléans
Nantes,46.564877646151274,-0.2168014492979391,47.218372,-1.5536211,Nantes,Loire-Bretagne,-142.96817016601562,18.114521026611328,Nantes,55.71724442769894,55.71724442769894,Orléans
Poitiers,46.85355736306181,-0.9818301903901387,46.580223,0.34037501,Poitiers,Loire-Bretagne,-199.86410522460938,54.911136627197266,,62.19171938892244,62.19171938892244,Orléans
Rennes,47.246569289405514,-1.8795070922527817,48.113476,-1.6757081,Rennes,Loire-Bretagne,-266.6252136230469,105.00647735595703,,43.76936758233564,43.76936758233564,
Angoulême,45.437037232878765,-0.8938408428459019,45.648376,0.15623701,Angoulême,Adour-Garonne,-193.32025146484375,-125.6458740234375,,22.39767430727781,22.39767430727781,Bordeaux
Annonay,43.1381344087296,2.4973267119138827,45.240799,4.6714001,Annonay,Rhône-Méditerranée,58.884193420410156,-418.67596435546875,,35.9779768864054,35.9779768864054,Marseille
Grenoble,44.2718416328981,4.4161124848100295,45.18853,5.724524,Grenoble,Rhône-Méditerranée,201.58616638183594,-274.1677551269531,,85.10000353447776,85.10000353447776,Marseille
LePuyenVelay,43.93193452794897,5.145754923793722,45.042767,3.882936,LePuyenVelay,Loire-Bretagne,255.8503875732422,-317.49407958984375,,98.28926830203638,98.28926830203638,Marseille
Lyon,45.17783094218463,3.25237243372357,45.764042,4.835659,Lyon,Rhône-Méditerranée,115.03768157958984,-158.68565368652344,,129.08452215828726,129.08452215828726,Marseille
Romans,43.25993303611263,3.156236965423986,45.044235,5.0527349,Romans,Rhône-Méditerranée,107.88799285888672,-403.15087890625,,69.5042980085314,69.5042980085314,Marseille
SaintAffrique,43.85380734732988,1.4525594885524233,43.958191,2.887126,SaintAffrique,Adour-Garonne,-18.816165924072266,-327.45257568359375,,127.21460239112812,127.21460239112812,Marseille
BoulognesurMer,46.791378804175565,0.5178638905338309,50.725231,1.6133339,BoulognesurMer,Artois-Picardie,-88.33039093017578,46.98553466796875,,11.103416925522279,11.103416925522279,
Colmar,46.99290524733958,3.1679795336586913,48.079357,7.3585119,Colmar,Rhin-Meuse,108.76129913330078,72.67314147949219,,76.4449465934504,76.4449465934504,Orléans
Dole,45.17290836956536,4.930200739270964,47.095341,5.4908099,Dole,Rhône-Méditerranée,239.8194122314453,-159.3131103515625,,117.52188098192939,117.52188098192939,Marseille
Douai,48.472215711593584,0.7289512909803073,50.367874,3.0806019,Douai,Artois-Picardie,-72.6316146850586,261.2337341308594,,36.037898390519736,36.037898390519736,
Guéret,47.101699177906376,4.136391390807292,46.169598,1.871452,Guéret,Loire-Bretagne,180.7830352783203,86.54058074951172,,40.18973487203522,40.18973487203522,Orléans
Limoges,45.61505704804713,-1.3628098797139439,45.833618,1.2611049,Limoges,Loire-Bretagne,-228.19793701171875,-102.95454406738281,,17.88524115535112,17.88524115535112,Issoire
Mende,44.198022795669665,3.6794166673423714,44.517162,3.4989309,Mende,Adour-Garonne,146.79737854003906,-283.57708740234375,,47.975953680389985,47.975953680389985,Marseille
Mâcon,45.74761785497111,4.050664056695648,46.306885,4.8287311,Mâcon,Rhône-Méditerranée,174.40740966796875,-86.05765533447266,,100.60673087175321,100.60673087175321,Marseille
PontlAbbé,45.610819871929195,-0.5719063721795976,47.866917,-4.2222981,PontlAbbé,Loire-Bretagne,-169.37767028808594,-103.49463653564453,,14.919742926890804,14.919742926890804,
SaintEtienne,44.50874736838516,5.130961663701489,45.439693,4.3871779,SaintEtienne,Loire-Bretagne,254.7501983642578,-243.97052001953125,,76.9243199823003,76.9243199823003,Marseille
Strasbourg,47.41145937122883,4.496470076013932,48.583149,7.7478819,Strasbourg,Rhin-Meuse,207.56243896484375,126.02422332763672,,68.77298614899517,68.77298614899517,Orléans
Tulle,45.82019249194862,3.186459311425014,45.265652,1.771697,Tulle,Adour-Garonne,110.13565826416016,-76.80691528320312,,72.14791806550745,72.14791806550745,Issoire
Vannes,46.01549105056417,-1.2505627206357022,47.658237,-2.7608471,Vannes,Loire-Bretagne,-219.85000610351562,-51.91314697265625,,25.838334555707974,25.838334555707974,
Bayonne,44.429637732244885,-1.6914788926851432,43.49295,-1.47484,Bayonne,Adour-Garonne,-252.64137268066406,-254.0542449951172,,7.5336335655548226,7.5336335655548226,Bordeaux
Digne,43.780038069817024,4.211045835763049,44.092194,6.2359762,Digne,Rhône-Méditerranée,186.3351593017578,-336.8555908203125,,33.56192453527898,33.56192453527898,Marseille
Marseille,44.62323701510522,3.830706280852822,43.296482,5.3697801,Marseille,Rhône-Méditerranée,158.04893493652344,-229.3770751953125,Marseille,84.67001555078508,84.67001555078508,Marseille
Pamiers,43.26235811031123,1.4130439347801804,43.114754,1.607953,Pamiers,Adour-Garonne,-21.754976272583008,-402.8417663574219,,69.42415711700744,69.42415711700744,Bordeaux
Ayen,45.84144247695296,-3.9951800531065196,45.247719,1.327569,Ayen,Adour-Garonne,-423.9698791503906,-74.09828186035156,,19.416111407525985,19.416111407525985,Bordeaux
Narbonne,45.82289990090374,-5.141591850271594,43.184277,3.003078,Narbonne,Rhône-Méditerranée,-509.2296447753906,-76.4618148803711,,7.768842698468653,7.768842698468653,Bordeaux
Puylaurens,44.13885735376671,-1.922114192614957,43.5728,2.0128,Puylaurens,Adour-Garonne,-269.7939453125,-291.1186218261719,,34.57562128972077,34.57562128972077,Bordeaux
Treignac,45.99440440911516,-4.0109162804310605,45.535828,1.795097,Treignac,Adour-Garonne,-425.14019775390625,-54.60095977783203,,19.4223333561563,19.4223333561563,Bordeaux
Pau,44.32250985805874,-2.79451481267789,43.295101,-0.37079701,Pau,Adour-Garonne,-334.67523193359375,-267.7093200683594,,11.119814179620537,11.119814179620537,Bordeaux
Verfeil,48.69290967403191,-2.9059687795628975,44.187111,1.876263,Verfeil,Adour-Garonne,-342.96417236328125,289.3645324707031,,22.721017315491043,22.721017315491043,
Mulhouse,46.72815566055947,3.541118089344388,47.750839,7.3358879,Mulhouse,Rhin-Meuse,136.51197814941406,38.92678451538086,,36.81071240467431,36.81071240467431,Orléans
Lavaur,43.271704306529145,-1.2596118002225092,43.699184,1.820699,Lavaur,Adour-Garonne,-220.5229949951172,-401.65045166015625,,33.873003105007186,33.873003105007186,Bordeaux
Revel,43.4186514968327,-0.7809242098601268,43.458611,2.0045731,Revel,Adour-Garonne,-184.9225311279297,-382.9197998046875,,44.38203992094161,44.38203992094161,Bordeaux
TarasconsurAriège,43.11612558547147,-0.7102480361477239,42.848522,1.604815,TarasconsurAriège,Adour-Garonne,-179.66627502441406,-421.4813232421875,,47.33637718805009,47.33637718805009,Bordeaux
BrivelaGaillarde,45.422383418570185,-2.9519415097072272,45.158298,1.5321,BrivelaGaillarde,Adour-Garonne,-346.3832092285156,-127.51372528076172,,3.5076999837371208,3.5076999837371208,Issoire
Cordes,44.155769666563216,-1.2685010513772075,44.063187,1.951534,Cordes,Adour-Garonne,-221.18409729003906,-288.962890625,,10.653725397404958,10.653725397404958,Bordeaux
Foix,42.89738360545404,-0.8498039037887843,42.964127,1.605232,Foix,Adour-Garonne,-190.04518127441406,-449.3633117675781,,14.557356463487055,14.557356463487055,Bordeaux
Chartres,50.00885132425388,-2.5350248385422107,48.444817,1.489077,Chartres,Seine-Normandie,-315.376708984375,457.1012878417969,,21.74288806329023,21.74288806329023,Rouen
Langres,45.16696802713483,6.3023832251652365,47.866829,5.3342972,Langres,Seine-Normandie,341.8699645996094,-160.07029724121094,,7.019913719165686,7.019913719165686,Marseille
Réalmont,42.4737423682956,-0.6593132384417357,43.776623,2.1888399,Réalmont,Adour-Garonne,-175.87820434570312,-503.3628234863281,,7.241012384772214,7.241012384772214,Bordeaux
Peyrehorade,44.46398488962171,-2.7650197988871605,43.545628,-1.097208,Peyrehorade,Adour-Garonne,-332.4816589355469,-249.67617797851562,,7.468988606402336,7.468988606402336,Bordeaux
SaintBrieuc,48.052448631621914,-3.708642758626901,48.514179,-2.765835,SaintBrieuc,Loire-Bretagne,-402.6598205566406,207.72804260253906,,7.211472424735961,7.211472424735961,